AgeGroup,Gender,Location,Employment,Income,Education,LegalIssue,LegalFrequency,UrgencyScore,FindLawyerMethod,MainDifficulty,TimeToFindLawyer,Satisfaction,AppInterest,PreferredConsultation,PayLikelihood,ConsultBudget,SubscriptionInterest,SubscriptionBudget,TrustFactor,AITrust,NPS
25-34,Male,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Immigration,SeveralPerYear,2,PersonalContact,Transparency,SeveralDays,5,Maybe,Chat,5,50k-100k,No,<20k,SecurePayments,Yes,3
18-24,Female,Other City,Employee,<1M,HighSchool,Property,FewYears,3,SocialMedia,ComplexProcess,SameDay,1,Yes,Chat,2,30k-50k,No,<20k,GovPartnership,No,9
25-34,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,FewYears,3,PersonalContact,TrustIssue,<1hr,3,Yes,Chat,1,30k-50k,No,<20k,SecurePayments,Maybe,0
25-34,Male,Ulaanbaatar,Student,<1M,HighSchool,Divorce,SeveralPerYear,2,PersonalContact,Transparency,SeveralDays,2,Yes,Chat,2,30k-50k,Maybe,20k-50k,VerifiedLawyers,Maybe,9
18-24,Male,Other City,Freelancer,2M-4M,Bachelor,Criminal,Once,3,PersonalContact,HighCost,SeveralDays,3,Yes,Chat,3,100k+,No,100k+,SecurePayments,Yes,0
35-44,Female,Rural,Employee,1M-2M,Master,Other,FewYears,5,PersonalContact,SlowResponse,SameDay,3,Yes,InPerson,3,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,3
18-24,Male,Other City,Employee,<1M,HighSchool,Labor,Once,3,OnlineSearch,Transparency,SeveralDays,4,Yes,Chat,5,10k-30k,Maybe,20k-50k,SecurePayments,Yes,2
45-54,Male,Ulaanbaatar,Unemployed,<1M,Bachelor,Labor,Once,1,SocialMedia,ComplexProcess,SeveralDays,1,Maybe,InPerson,4,100k+,Yes,<20k,Reviews,Yes,0
35-44,Other,Ulaanbaatar,Student,4M-6M,Bachelor,Criminal,Once,2,OnlineSearch,SlowResponse,SameDay,5,Yes,InPerson,1,30k-50k,Maybe,<20k,TransparentPricing,No,2
25-34,Male,Other City,Student,1M-2M,Bachelor,Labor,FewYears,4,PersonalContact,HighCost,SameDay,1,Maybe,Video,3,50k-100k,Yes,100k+,Reviews,No,6
18-24,Female,Ulaanbaatar,Employee,1M-2M,Master,Business,Once,4,LawFirm,SlowResponse,<1hr,3,Yes,Chat,1,30k-50k,Maybe,100k+,GovPartnership,Maybe,4
25-34,Female,Ulaanbaatar,Business Owner,1M-2M,Master,Criminal,FewYears,1,OnlineSearch,ComplexProcess,<1hr,1,Maybe,InPerson,2,30k-50k,Maybe,50k-100k,Reviews,No,2
25-34,Male,Rural,Student,<1M,Bachelor,Divorce,Yearly,1,LawFirm,HighCost,<1hr,4,Maybe,Video,2,Free,Yes,50k-100k,Reviews,Maybe,3
45-54,Male,Rural,Business Owner,<1M,Bachelor,Business,Once,4,LawFirm,Transparency,SameDay,4,No,Video,2,50k-100k,Yes,20k-50k,GovPartnership,Maybe,3
25-34,Female,Other City,Employee,4M-6M,Bachelor,Other,SeveralPerYear,2,LawFirm,HighCost,SeveralDays,5,Yes,Chat,4,10k-30k,No,20k-50k,SecurePayments,Maybe,4
25-34,Female,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Divorce,FewYears,4,PersonalContact,Transparency,SameDay,2,Yes,Chat,2,50k-100k,No,<20k,SecurePayments,Maybe,0
25-34,Female,Rural,Business Owner,<1M,Doctorate,Criminal,SeveralPerYear,1,LawFirm,Transparency,SeveralDays,1,Yes,InPerson,1,30k-50k,No,50k-100k,SecurePayments,Maybe,6
45-54,Female,Other City,Employee,1M-2M,Bachelor,Divorce,Once,2,OnlineSearch,Transparency,<1hr,3,Maybe,Chat,5,50k-100k,Maybe,<20k,Reviews,Yes,10
25-34,Female,Ulaanbaatar,Student,<1M,Bachelor,Criminal,Yearly,1,PersonalContact,ComplexProcess,SeveralDays,1,Maybe,Chat,1,50k-100k,No,<20k,TransparentPricing,Maybe,1
18-24,Other,Rural,Student,1M-2M,Bachelor,Property,Once,4,PersonalContact,Transparency,SameDay,5,Yes,InPerson,1,Free,No,50k-100k,VerifiedLawyers,Maybe,10
25-34,Female,Other City,Student,1M-2M,Master,Divorce,FewYears,1,PersonalContact,HighCost,Week+,1,Maybe,InPerson,1,10k-30k,No,20k-50k,SecurePayments,No,6
55+,Female,Ulaanbaatar,Freelancer,2M-4M,HighSchool,Divorce,FewYears,4,PersonalContact,SlowResponse,Week+,2,Yes,Chat,2,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,6
25-34,Male,Ulaanbaatar,Employee,1M-2M,HighSchool,Business,Yearly,1,OnlineSearch,SlowResponse,Week+,4,Yes,Chat,4,50k-100k,Yes,<20k,SecurePayments,Maybe,4
18-24,Male,Ulaanbaatar,Employee,<1M,Bachelor,Property,Once,5,PersonalContact,ComplexProcess,SeveralDays,4,Yes,Chat,5,10k-30k,No,50k-100k,GovPartnership,Maybe,10
18-24,Female,Ulaanbaatar,Unemployed,1M-2M,HighSchool,Criminal,Once,5,OnlineSearch,HighCost,SameDay,2,Maybe,Phone,1,10k-30k,No,<20k,SecurePayments,Maybe,6
18-24,Other,Rural,Unemployed,Unknown,Master,Labor,Yearly,3,LawFirm,TrustIssue,Week+,2,Maybe,Video,1,30k-50k,Yes,20k-50k,TransparentPricing,Yes,4
25-34,Female,Ulaanbaatar,Employee,<1M,Bachelor,Divorce,FewYears,1,PersonalContact,TrustIssue,SameDay,4,Yes,Chat,5,30k-50k,Yes,20k-50k,VerifiedLawyers,Yes,3
25-34,Female,Ulaanbaatar,Employee,1M-2M,Master,Divorce,Once,1,LawFirm,ComplexProcess,SameDay,3,No,Chat,2,Free,Maybe,<20k,GovPartnership,No,7
35-44,Male,Ulaanbaatar,Employee,<1M,Bachelor,Labor,Yearly,4,PersonalContact,SlowResponse,SameDay,3,Maybe,Video,3,10k-30k,No,100k+,VerifiedLawyers,Yes,6
18-24,Male,Ulaanbaatar,Business Owner,4M-6M,Bachelor,Business,FewYears,3,SocialMedia,HighCost,<1hr,1,Yes,Video,5,10k-30k,Yes,<20k,Reviews,Maybe,3
45-54,Female,Rural,Employee,1M-2M,Bachelor,Property,Once,3,LawFirm,Transparency,SeveralDays,4,Yes,Phone,2,50k-100k,Maybe,50k-100k,SecurePayments,Yes,4
18-24,Male,Ulaanbaatar,Business Owner,1M-2M,Master,Criminal,Yearly,2,PersonalContact,TrustIssue,SeveralDays,4,Maybe,Chat,5,Free,Yes,<20k,TransparentPricing,No,10
18-24,Male,Rural,Student,1M-2M,Master,Business,FewYears,1,LawFirm,Transparency,SameDay,1,Maybe,Video,3,30k-50k,Maybe,20k-50k,SecurePayments,No,2
25-34,Female,Ulaanbaatar,Freelancer,1M-2M,HighSchool,Business,Once,4,SocialMedia,ComplexProcess,SeveralDays,1,Yes,Chat,3,10k-30k,Yes,20k-50k,TransparentPricing,No,0
35-44,Male,Ulaanbaatar,Business Owner,6M+,Bachelor,Other,FewYears,1,PersonalContact,ComplexProcess,Week+,4,Yes,Chat,1,50k-100k,Maybe,20k-50k,VerifiedLawyers,Yes,3
18-24,Male,Other City,Freelancer,2M-4M,HighSchool,Labor,Yearly,1,PersonalContact,Transparency,<1hr,4,Maybe,InPerson,1,Free,Yes,<20k,Reviews,Maybe,6
35-44,Male,Ulaanbaatar,Employee,Unknown,Bachelor,Divorce,Once,4,PersonalContact,ComplexProcess,<1hr,4,Yes,InPerson,2,30k-50k,Maybe,<20k,Reviews,No,10
18-24,Male,Ulaanbaatar,Employee,2M-4M,HighSchool,Other,Yearly,4,LawFirm,Transparency,SameDay,2,Yes,Chat,5,10k-30k,Maybe,<20k,TransparentPricing,Maybe,9
45-54,Male,Ulaanbaatar,Student,1M-2M,HighSchool,Business,Once,5,LawFirm,ComplexProcess,SeveralDays,4,Maybe,InPerson,4,30k-50k,No,50k-100k,TransparentPricing,Maybe,3
45-54,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Once,2,PersonalContact,HighCost,SameDay,5,Yes,Chat,5,30k-50k,No,<20k,Reviews,No,0
18-24,Male,Other City,Business Owner,4M-6M,Bachelor,Divorce,Once,1,PersonalContact,ComplexProcess,Week+,4,Yes,Video,2,Free,Maybe,<20k,VerifiedLawyers,Maybe,1
18-24,Other,Other City,Employee,4M-6M,Master,Other,Once,3,PersonalContact,HighCost,Week+,5,No,Video,5,100k+,Yes,<20k,SecurePayments,Yes,7
35-44,Male,Ulaanbaatar,Business Owner,4M-6M,Bachelor,Property,FewYears,3,LawFirm,Transparency,SameDay,1,Yes,InPerson,2,10k-30k,Maybe,20k-50k,SecurePayments,No,5
18-24,Male,Ulaanbaatar,Unemployed,6M+,Master,Divorce,Yearly,2,LawFirm,TrustIssue,SeveralDays,1,Maybe,Chat,3,100k+,Maybe,<20k,SecurePayments,Maybe,6
35-44,Male,Ulaanbaatar,Employee,2M-4M,HighSchool,Business,Yearly,1,PersonalContact,SlowResponse,SameDay,2,No,Chat,2,30k-50k,Maybe,20k-50k,Reviews,No,0
25-34,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Labor,SeveralPerYear,5,GovAid,SlowResponse,SameDay,5,Yes,Video,1,30k-50k,Maybe,20k-50k,GovPartnership,No,4
35-44,Female,Ulaanbaatar,Employee,<1M,HighSchool,Labor,FewYears,3,LawFirm,Transparency,Week+,1,Yes,InPerson,4,10k-30k,Yes,100k+,TransparentPricing,No,6
18-24,Female,Ulaanbaatar,Employee,2M-4M,Master,Divorce,SeveralPerYear,3,OnlineSearch,TrustIssue,Week+,3,Yes,Chat,1,50k-100k,Maybe,50k-100k,GovPartnership,Yes,9
18-24,Female,Ulaanbaatar,Student,<1M,Bachelor,Business,FewYears,1,OnlineSearch,TrustIssue,SeveralDays,4,Maybe,Video,5,30k-50k,Maybe,50k-100k,Reviews,Maybe,6
18-24,Male,Rural,Unemployed,1M-2M,Bachelor,Business,SeveralPerYear,5,SocialMedia,SlowResponse,SeveralDays,2,Maybe,Video,5,30k-50k,Maybe,50k-100k,SecurePayments,Yes,6
18-24,Male,Ulaanbaatar,Employee,6M+,Master,Criminal,Once,3,PersonalContact,ComplexProcess,Week+,2,Yes,Video,1,30k-50k,No,<20k,SecurePayments,No,1
25-34,Female,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Divorce,Once,1,LawFirm,Transparency,SeveralDays,4,Yes,Phone,5,10k-30k,Maybe,20k-50k,GovPartnership,Maybe,5
25-34,Male,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Immigration,Once,8,OnlineSearch,SlowResponse,SeveralDays,3,Yes,Chat,7,50k-100k,Maybe,50k-100k,TransparentPricing,Maybe,1
45-54,Male,Ulaanbaatar,Employee,<1M,HighSchool,Labor,Once,2,LawFirm,SlowResponse,SeveralDays,5,Yes,Chat,5,50k-100k,No,100k+,VerifiedLawyers,Maybe,0
25-34,Female,Rural,Student,2M-4M,Bachelor,Labor,FewYears,5,LawFirm,HighCost,SeveralDays,5,Maybe,Chat,5,Free,Maybe,100k+,Reviews,Maybe,7
35-44,Female,Ulaanbaatar,Employee,2M-4M,Master,Criminal,FewYears,4,SocialMedia,HighCost,<1hr,5,Yes,InPerson,5,50k-100k,Yes,50k-100k,SecurePayments,Maybe,3
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Yearly,5,SocialMedia,ComplexProcess,SeveralDays,3,Yes,Phone,4,30k-50k,No,<20k,Reviews,Yes,10
18-24,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Criminal,FewYears,3,GovAid,ComplexProcess,SameDay,4,Maybe,InPerson,1,10k-30k,Yes,20k-50k,SecurePayments,Yes,8
55+,Female,Ulaanbaatar,Employee,<1M,HighSchool,Criminal,Once,1,LawFirm,ComplexProcess,SameDay,2,Yes,Video,2,50k-100k,No,50k-100k,SecurePayments,Maybe,7
25-34,Female,Ulaanbaatar,Employee,6M+,HighSchool,Labor,Once,5,OnlineSearch,Transparency,SeveralDays,2,Yes,InPerson,4,30k-50k,Yes,20k-50k,TransparentPricing,No,2
35-44,Male,Other City,Student,1M-2M,Bachelor,Other,Yearly,3,GovAid,Transparency,SameDay,1,Yes,Chat,3,50k-100k,Yes,50k-100k,VerifiedLawyers,Maybe,4
18-24,Male,Other City,Employee,<1M,Bachelor,Divorce,Once,3,LawFirm,TrustIssue,SameDay,2,Yes,Phone,4,50k-100k,Maybe,<20k,SecurePayments,Maybe,5
18-24,Male,Ulaanbaatar,Employee,<1M,HighSchool,Property,SeveralPerYear,2,OnlineSearch,SlowResponse,<1hr,5,No,Phone,3,30k-50k,Yes,<20k,GovPartnership,No,1
18-24,Other,Ulaanbaatar,Student,1M-2M,HighSchool,Property,Once,4,PersonalContact,HighCost,SeveralDays,4,Maybe,Video,3,50k-100k,Maybe,50k-100k,SecurePayments,Yes,0
18-24,Male,Other City,Student,<1M,HighSchool,Divorce,Once,5,SocialMedia,TrustIssue,SeveralDays,2,Yes,Chat,3,Free,Yes,20k-50k,GovPartnership,Yes,9
45-54,Female,Ulaanbaatar,Employee,<1M,Bachelor,Business,Once,3,OnlineSearch,HighCost,Week+,1,Yes,Chat,5,50k-100k,Yes,20k-50k,VerifiedLawyers,Yes,7
18-24,Female,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Property,Once,1,LawFirm,SlowResponse,SeveralDays,3,Yes,Chat,5,30k-50k,Maybe,20k-50k,TransparentPricing,Yes,8
55+,Male,Ulaanbaatar,Student,2M-4M,Bachelor,Divorce,SeveralPerYear,3,GovAid,HighCost,SameDay,2,Yes,Chat,1,Free,Maybe,<20k,TransparentPricing,Maybe,1
35-44,Female,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Business,Once,1,PersonalContact,ComplexProcess,SeveralDays,5,Maybe,InPerson,5,30k-50k,No,50k-100k,VerifiedLawyers,Maybe,8
18-24,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Divorce,Once,4,LawFirm,SlowResponse,SeveralDays,4,No,Chat,5,30k-50k,Yes,20k-50k,Reviews,Yes,4
55+,Male,Other City,Freelancer,1M-2M,Master,Other,Once,5,PersonalContact,TrustIssue,<1hr,1,Maybe,Chat,5,50k-100k,Yes,<20k,GovPartnership,Maybe,0
45-54,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Property,Once,1,GovAid,HighCost,SameDay,5,Maybe,Video,3,30k-50k,Yes,20k-50k,VerifiedLawyers,Maybe,4
18-24,Female,Rural,Freelancer,<1M,Bachelor,Labor,Once,8,PersonalContact,TrustIssue,<1hr,4,Yes,Video,7,100k+,No,20k-50k,Reviews,Yes,3
18-24,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Labor,Once,2,OnlineSearch,Transparency,Week+,2,Yes,Video,2,30k-50k,No,20k-50k,SecurePayments,Maybe,9
35-44,Male,Ulaanbaatar,Business Owner,1M-2M,Master,Criminal,FewYears,8,LawFirm,HighCost,SameDay,2,Maybe,Phone,0,30k-50k,No,100k+,TransparentPricing,Yes,10
18-24,Female,Ulaanbaatar,Employee,<1M,HighSchool,Criminal,Once,4,PersonalContact,TrustIssue,SeveralDays,3,Yes,Chat,5,50k-100k,Yes,50k-100k,GovPartnership,Maybe,6
25-34,Male,Ulaanbaatar,Employee,<1M,Master,Other,FewYears,5,PersonalContact,ComplexProcess,<1hr,2,Yes,Chat,5,100k+,Maybe,50k-100k,GovPartnership,Maybe,2
18-24,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,SeveralPerYear,5,OnlineSearch,ComplexProcess,SeveralDays,4,No,Chat,5,10k-30k,Yes,50k-100k,VerifiedLawyers,Maybe,5
18-24,Female,Ulaanbaatar,Unemployed,<1M,HighSchool,Other,Once,4,OnlineSearch,HighCost,SeveralDays,2,Yes,Chat,3,10k-30k,Maybe,<20k,GovPartnership,Maybe,5
55+,Male,Ulaanbaatar,Business Owner,4M-6M,Bachelor,Divorce,Once,5,PersonalContact,HighCost,SeveralDays,4,Yes,Chat,3,30k-50k,Maybe,20k-50k,TransparentPricing,Yes,8
25-34,Female,Ulaanbaatar,Employee,2M-4M,Master,Business,Yearly,1,OnlineSearch,HighCost,Week+,1,Yes,Chat,4,50k-100k,No,20k-50k,SecurePayments,Maybe,5
25-34,Female,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Divorce,FewYears,2,PersonalContact,HighCost,Week+,5,Yes,InPerson,4,10k-30k,Maybe,50k-100k,TransparentPricing,No,5
18-24,Male,Ulaanbaatar,Business Owner,2M-4M,Master,Business,Yearly,3,OnlineSearch,ComplexProcess,Week+,3,Maybe,Chat,2,100k+,Maybe,20k-50k,Reviews,No,3
25-34,Male,Other City,Student,4M-6M,Master,Divorce,Yearly,2,OnlineSearch,Transparency,SeveralDays,5,Maybe,Phone,3,30k-50k,Maybe,20k-50k,TransparentPricing,No,9
18-24,Female,Ulaanbaatar,Student,<1M,Bachelor,Divorce,Once,4,OnlineSearch,TrustIssue,SeveralDays,5,Yes,Chat,5,30k-50k,Maybe,<20k,GovPartnership,Yes,5
25-34,Female,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Other,FewYears,4,PersonalContact,SlowResponse,<1hr,5,Yes,Phone,3,50k-100k,Maybe,<20k,SecurePayments,No,7
18-24,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Business,FewYears,1,PersonalContact,TrustIssue,SeveralDays,4,No,Chat,4,30k-50k,Maybe,50k-100k,TransparentPricing,Maybe,6
18-24,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Labor,Once,2,SocialMedia,TrustIssue,SameDay,3,Maybe,Phone,5,30k-50k,No,50k-100k,SecurePayments,Maybe,1
35-44,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,FewYears,3,OnlineSearch,TrustIssue,Week+,5,Maybe,Chat,1,10k-30k,No,20k-50k,Reviews,No,5
18-24,Female,Ulaanbaatar,Business Owner,<1M,Bachelor,Criminal,Yearly,4,SocialMedia,ComplexProcess,SameDay,3,Yes,Phone,2,30k-50k,No,50k-100k,GovPartnership,Yes,10
25-34,Other,Rural,Employee,1M-2M,Bachelor,Business,FewYears,3,OnlineSearch,Transparency,SameDay,4,Yes,Chat,3,30k-50k,No,<20k,TransparentPricing,Maybe,3
18-24,Female,Ulaanbaatar,Employee,<1M,HighSchool,Divorce,Yearly,1,PersonalContact,ComplexProcess,SameDay,5,Maybe,InPerson,4,30k-50k,Yes,50k-100k,GovPartnership,No,4
18-24,Female,Ulaanbaatar,Business Owner,Unknown,Bachelor,Property,Once,1,OnlineSearch,TrustIssue,SameDay,1,Maybe,Phone,3,Free,Yes,<20k,SecurePayments,Maybe,0
25-34,Male,Other City,Freelancer,1M-2M,Bachelor,Property,FewYears,4,PersonalContact,TrustIssue,SeveralDays,3,Yes,Chat,4,50k-100k,No,<20k,VerifiedLawyers,Yes,7
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,Once,5,LawFirm,Transparency,SameDay,1,Yes,Video,1,100k+,Yes,<20k,SecurePayments,Maybe,10
25-34,Female,Ulaanbaatar,Business Owner,1M-2M,Master,Criminal,Once,5,PersonalContact,Transparency,SeveralDays,5,Yes,Chat,3,Free,Yes,20k-50k,GovPartnership,No,7
18-24,Male,Ulaanbaatar,Freelancer,4M-6M,Master,Business,SeveralPerYear,2,PersonalContact,Transparency,SeveralDays,4,Yes,InPerson,1,30k-50k,Yes,<20k,GovPartnership,No,7
18-24,Male,Ulaanbaatar,Student,2M-4M,Bachelor,Business,FewYears,1,LawFirm,TrustIssue,<1hr,3,Maybe,Chat,4,50k-100k,Yes,50k-100k,TransparentPricing,Yes,6
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Criminal,Once,1,LawFirm,SlowResponse,SameDay,2,Maybe,InPerson,3,10k-30k,No,<20k,Reviews,No,0
18-24,Female,Rural,Business Owner,<1M,Bachelor,Business,FewYears,5,OnlineSearch,HighCost,SameDay,1,Maybe,Chat,5,10k-30k,Maybe,<20k,SecurePayments,Yes,7
25-34,Male,Rural,Student,<1M,HighSchool,Labor,Yearly,3,PersonalContact,SlowResponse,SeveralDays,4,Maybe,Chat,3,10k-30k,No,<20k,Reviews,Yes,7
35-44,Male,Other City,Employee,1M-2M,Master,Business,Once,4,OnlineSearch,SlowResponse,Week+,5,Yes,Phone,2,10k-30k,Yes,50k-100k,VerifiedLawyers,No,10
35-44,Female,Ulaanbaatar,Student,2M-4M,HighSchool,Criminal,FewYears,5,PersonalContact,ComplexProcess,SeveralDays,1,No,Chat,3,10k-30k,Maybe,<20k,GovPartnership,Maybe,10
55+,Female,Other City,Employee,<1M,HighSchool,Labor,SeveralPerYear,5,SocialMedia,Transparency,SameDay,2,Maybe,Chat,5,100k+,Maybe,50k-100k,VerifiedLawyers,No,7
18-24,Female,Other City,Student,2M-4M,Doctorate,Divorce,SeveralPerYear,5,LawFirm,SlowResponse,<1hr,4,Yes,Chat,2,50k-100k,No,<20k,TransparentPricing,No,4
18-24,Female,Ulaanbaatar,Business Owner,4M-6M,Master,Property,FewYears,4,OnlineSearch,HighCost,SeveralDays,2,Yes,InPerson,2,10k-30k,Yes,20k-50k,SecurePayments,Maybe,3
25-34,Female,Ulaanbaatar,Freelancer,1M-2M,Bachelor,Business,FewYears,1,PersonalContact,HighCost,SeveralDays,5,Yes,Chat,3,50k-100k,Maybe,<20k,SecurePayments,Maybe,4
45-54,Male,Ulaanbaatar,Freelancer,6M+,Bachelor,Immigration,Once,3,PersonalContact,TrustIssue,SeveralDays,5,Yes,Phone,4,30k-50k,Maybe,20k-50k,VerifiedLawyers,Maybe,2
35-44,Male,Ulaanbaatar,Freelancer,2M-4M,Bachelor,Business,FewYears,5,OnlineSearch,ComplexProcess,<1hr,3,Yes,InPerson,4,Free,No,50k-100k,TransparentPricing,Maybe,5
25-34,Male,Ulaanbaatar,Student,6M+,Bachelor,Labor,Once,1,PersonalContact,Transparency,SameDay,3,Maybe,Phone,1,30k-50k,Maybe,100k+,TransparentPricing,Maybe,8
18-24,Female,Rural,Employee,2M-4M,Bachelor,Other,Once,3,OnlineSearch,TrustIssue,SeveralDays,2,Maybe,InPerson,1,Free,Maybe,<20k,TransparentPricing,Maybe,7
25-34,Male,Ulaanbaatar,Student,<1M,Bachelor,Business,FewYears,3,LawFirm,ComplexProcess,SeveralDays,1,Yes,InPerson,2,30k-50k,Yes,<20k,VerifiedLawyers,No,3
35-44,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Yearly,3,LawFirm,SlowResponse,<1hr,4,No,InPerson,4,10k-30k,Maybe,20k-50k,VerifiedLawyers,Maybe,6
25-34,Male,Ulaanbaatar,Unemployed,6M+,Bachelor,Other,SeveralPerYear,5,SocialMedia,ComplexProcess,SameDay,4,Yes,Chat,4,50k-100k,No,20k-50k,Reviews,Maybe,1
18-24,Female,Ulaanbaatar,Student,1M-2M,HighSchool,Criminal,Once,5,PersonalContact,SlowResponse,SameDay,3,Maybe,Chat,3,30k-50k,No,20k-50k,TransparentPricing,No,10
25-34,Male,Ulaanbaatar,Business Owner,<1M,HighSchool,Divorce,Yearly,4,GovAid,SlowResponse,<1hr,1,Maybe,Chat,4,Free,Maybe,50k-100k,Reviews,Yes,6
35-44,Male,Other City,Employee,2M-4M,HighSchool,Business,Yearly,1,PersonalContact,SlowResponse,SameDay,5,Maybe,Chat,3,30k-50k,Maybe,50k-100k,TransparentPricing,Yes,4
35-44,Male,Ulaanbaatar,Student,4M-6M,Bachelor,Business,Once,4,OnlineSearch,SlowResponse,SeveralDays,5,Yes,Chat,1,30k-50k,No,<20k,VerifiedLawyers,Yes,2
18-24,Male,Other City,Employee,<1M,Master,Labor,Yearly,5,PersonalContact,HighCost,Week+,1,Maybe,Video,4,30k-50k,Yes,20k-50k,Reviews,Maybe,5
25-34,Male,Ulaanbaatar,Student,<1M,HighSchool,Property,Once,4,OnlineSearch,TrustIssue,<1hr,1,Yes,Video,3,30k-50k,No,20k-50k,GovPartnership,No,7
25-34,Male,Ulaanbaatar,Student,2M-4M,Master,Immigration,FewYears,5,OnlineSearch,HighCost,Week+,4,Maybe,Chat,4,10k-30k,Yes,20k-50k,TransparentPricing,Yes,8
25-34,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Labor,Once,4,PersonalContact,HighCost,<1hr,4,Maybe,InPerson,2,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,0
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Once,3,OnlineSearch,SlowResponse,SameDay,5,Yes,InPerson,3,30k-50k,Maybe,20k-50k,VerifiedLawyers,Maybe,1
25-34,Female,Other City,Business Owner,2M-4M,HighSchool,Property,Once,5,PersonalContact,TrustIssue,Week+,5,Maybe,Phone,4,100k+,Maybe,50k-100k,SecurePayments,No,10
25-34,Female,Ulaanbaatar,Student,1M-2M,HighSchool,Property,Once,1,GovAid,Transparency,SeveralDays,4,Yes,Chat,1,100k+,Maybe,20k-50k,VerifiedLawyers,Yes,4
35-44,Female,Ulaanbaatar,Student,6M+,Bachelor,Criminal,Once,2,LawFirm,Transparency,SeveralDays,1,Yes,Chat,3,10k-30k,Maybe,20k-50k,SecurePayments,No,3
25-34,Female,Other City,Employee,2M-4M,Bachelor,Labor,Yearly,4,PersonalContact,SlowResponse,Week+,3,No,Chat,1,Free,No,20k-50k,GovPartnership,No,7
25-34,Male,Other City,Business Owner,1M-2M,Bachelor,Divorce,SeveralPerYear,1,PersonalContact,Transparency,SeveralDays,1,Maybe,Chat,4,Free,No,20k-50k,GovPartnership,Maybe,2
45-54,Male,Ulaanbaatar,Employee,Unknown,Bachelor,Labor,FewYears,2,PersonalContact,ComplexProcess,SeveralDays,5,Yes,Video,4,100k+,Maybe,50k-100k,TransparentPricing,Maybe,0
25-34,Male,Other City,Freelancer,1M-2M,Doctorate,Business,Once,4,OnlineSearch,TrustIssue,SameDay,1,Maybe,Phone,1,10k-30k,No,20k-50k,SecurePayments,Maybe,7
55+,Male,Ulaanbaatar,Student,4M-6M,Master,Immigration,SeveralPerYear,4,LawFirm,Transparency,SameDay,1,No,Chat,5,Free,Yes,20k-50k,VerifiedLawyers,Maybe,0
45-54,Female,Rural,Employee,6M+,HighSchool,Labor,Once,5,PersonalContact,ComplexProcess,Week+,4,Yes,InPerson,5,50k-100k,Yes,100k+,Reviews,Yes,4
35-44,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,FewYears,2,GovAid,Transparency,SameDay,2,Maybe,Video,4,30k-50k,Yes,20k-50k,VerifiedLawyers,No,4
45-54,Male,Other City,Student,1M-2M,Bachelor,Property,Once,4,OnlineSearch,Transparency,Week+,1,Yes,Video,1,50k-100k,No,20k-50k,GovPartnership,Maybe,5
55+,Female,Ulaanbaatar,Employee,4M-6M,Bachelor,Labor,Once,4,OnlineSearch,ComplexProcess,SeveralDays,5,Yes,Chat,2,Free,No,20k-50k,TransparentPricing,No,6
18-24,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Divorce,FewYears,4,PersonalContact,HighCost,<1hr,5,Maybe,Video,2,50k-100k,Yes,100k+,TransparentPricing,No,1
35-44,Male,Other City,Employee,<1M,HighSchool,Labor,Yearly,5,GovAid,Transparency,SeveralDays,1,Maybe,Chat,4,10k-30k,Maybe,50k-100k,GovPartnership,Maybe,4
45-54,Female,Ulaanbaatar,Business Owner,2M-4M,HighSchool,Other,Once,5,PersonalContact,TrustIssue,<1hr,3,No,Video,2,30k-50k,Yes,<20k,Reviews,Yes,1
18-24,Female,Other City,Freelancer,1M-2M,Bachelor,Divorce,Once,1,LawFirm,HighCost,Week+,2,Maybe,InPerson,5,Free,Yes,50k-100k,Reviews,No,2
